2019-Aug-10 01:04:24, 6, 08, 01
2019-Aug-10 00:41:48, 6, 08, 00
2019-Aug-10 00:15:30, 6, 08, 00
2019-Aug-09 16:13:18, 5, 08, 16
2019-Aug-09 14:50:53, 5, 08, 14
2019-Aug-09 12:42:17, 5, 08, 12
2019-Aug-08 22:54:46, 4, 08, 22
2019-Aug-08 22:53:25, 4, 08, 22
2019-Aug-08 19:36:54, 4, 08, 19
2019-Aug-08 19:18:14, 4, 08, 19
2019-Aug-08 15:38:42, 4, 08, 15
2019-Aug-08 15:29:13, 4, 08, 15
2019-Aug-08 15:28:17, 4, 08, 15
2019-Aug-07 18:26:51, 3, 08, 18
2019-Aug-07 18:25:36, 3, 08, 18
2019-Aug-07 18:25:18, 3, 08, 18
2019-Aug-07 17:19:49, 3, 08, 17
2019-Aug-07 16:47:36, 3, 08, 16
2019-Aug-07 15:25:19, 3, 08, 15
2019-Aug-07 13:51:04, 3, 08, 13
2019-Aug-07 13:50:51, 3, 08, 13
2019-Aug-06 17:59:50, 2, 08, 17
2019-Aug-05 18:24:54, 1, 08, 18
2019-Aug-05 17:57:19, 1, 08, 17
2019-Aug-05 17:14:11, 1, 08, 17
2019-Aug-05 16:35:38, 1, 08, 16
2019-Aug-05 16:31:19, 1, 08, 16
2019-Aug-05 13:49:04, 1, 08, 13
2019-Aug-05 13:35:16, 1, 08, 13
2019-Aug-05 13:30:20, 1, 08, 13
2019-Aug-05 12:10:17, 1, 08, 12
2019-Aug-04 20:50:23, 0, 08, 20
2019-Aug-04 20:33:42, 0, 08, 20
2019-Aug-03 17:17:40, 6, 08, 17
2019-Aug-03 17:03:57, 6, 08, 17
2019-Aug-03 15:15:38, 6, 08, 15
2019-Aug-03 12:58:23, 6, 08, 12
2019-Aug-02 18:07:32, 5, 08, 18
2019-Aug-02 16:43:50, 5, 08, 16
2019-Aug-02 16:18:20, 5, 08, 16
2019-Aug-02 15:43:39, 5, 08, 15
2019-Aug-02 15:29:13, 5, 08, 15
2019-Aug-02 14:32:35, 5, 08, 14
2019-Aug-02 13:02:29, 5, 08, 13
2019-Aug-01 00:54:53, 4, 08, 00
2019-Aug-01 00:50:15, 4, 08, 00
2019-Jul-31 23:08:13, 3, 07, 23
2019-Jul-30 12:58:53, 2, 07, 12
2019-Jul-29 20:16:45, 1, 07, 20
2019-Jul-29 19:14:13, 1, 07, 19
2019-Jul-29 18:40:44, 1, 07, 18
2019-Jul-29 14:55:20, 1, 07, 14
2019-Jul-29 14:51:04, 1, 07, 14
2019-Jul-27 13:07:03, 6, 07, 13
2019-Jul-27 12:59:23, 6, 07, 12
2019-Jul-27 11:43:23, 6, 07, 11
2019-Jul-27 11:42:11, 6, 07, 11
2019-Jul-27 11:38:44, 6, 07, 11
2019-Jul-27 11:34:14, 6, 07, 11
2019-Jul-27 11:31:23, 6, 07, 11
2019-Jul-27 11:17:25, 6, 07, 11
2019-Jul-27 11:10:32, 6, 07, 11
2019-Jul-27 11:06:50, 6, 07, 11
2019-Jul-26 19:36:17, 5, 07, 19
2019-Jul-26 15:46:01, 5, 07, 15
2019-Jul-26 15:23:17, 5, 07, 15
2019-Jul-26 15:21:25, 5, 07, 15
2019-Jul-26 15:21:25, 5, 07, 15
2019-Jul-26 14:45:44, 5, 07, 14
2019-Jul-26 00:26:32, 5, 07, 00
2019-Jul-25 23:33:18, 4, 07, 23
2019-Jul-25 23:31:02, 4, 07, 23
2019-Jul-25 16:35:16, 4, 07, 16
2019-Jul-25 14:58:20, 4, 07, 14
2019-Jul-24 18:15:15, 3, 07, 18
2019-Jul-24 17:59:36, 3, 07, 17
2019-Jul-24 17:59:17, 3, 07, 17
2019-Jul-24 12:57:38, 3, 07, 12
2019-Jul-24 11:53:56, 3, 07, 11
2019-Jul-23 23:00:19, 2, 07, 23
2019-Jul-23 20:43:24, 2, 07, 20
2019-Jul-23 20:28:46, 2, 07, 20
2019-Jul-23 20:18:11, 2, 07, 20
2019-Jul-23 16:49:49, 2, 07, 16
2019-Jul-23 16:30:32, 2, 07, 16
2019-Jul-23 13:29:55, 2, 07, 13
2019-Jul-23 12:45:25, 2, 07, 12
2019-Jul-23 12:39:10, 2, 07, 12
2019-Jul-23 12:18:28, 2, 07, 12
2019-Jul-23 12:17:36, 2, 07, 12
2019-Jul-23 11:59:33, 2, 07, 11
2019-Jul-23 11:38:51, 2, 07, 11
2019-Jul-22 21:24:33, 1, 07, 21
2019-Jul-22 18:41:15, 1, 07, 18
2019-Jul-22 18:38:07, 1, 07, 18
2019-Jul-22 18:29:46, 1, 07, 18
2019-Jul-22 18:29:02, 1, 07, 18
2019-Jul-22 18:19:06, 1, 07, 18
2019-Jul-22 17:43:42, 1, 07, 17
2019-Jul-22 17:40:32, 1, 07, 17
2019-Jul-22 17:33:40, 1, 07, 17
2019-Jul-22 17:10:55, 1, 07, 17
2019-Jul-22 17:08:03, 1, 07, 17
2019-Jul-22 16:12:28, 1, 07, 16
2019-Jul-22 16:07:07, 1, 07, 16
2019-Jul-22 12:25:14, 1, 07, 12
2019-Jul-22 12:24:27, 1, 07, 12
2019-Jul-22 11:08:10, 1, 07, 11
2019-Jul-22 11:07:58, 1, 07, 11
2019-Jul-20 17:14:21, 6, 07, 17
2019-Jul-20 15:29:58, 6, 07, 15
2019-Jul-19 18:38:15, 5, 07, 18
2019-Jul-19 17:48:34, 5, 07, 17
2019-Jul-19 13:54:41, 5, 07, 13
2019-Jul-19 13:49:26, 5, 07, 13
2019-Jul-19 12:10:31, 5, 07, 12
2019-Jul-18 22:09:56, 4, 07, 22
2019-Jul-18 22:05:24, 4, 07, 22
2019-Jul-18 15:53:59, 4, 07, 15
2019-Jul-18 13:22:00, 4, 07, 13
2019-Jul-18 12:58:36, 4, 07, 12
2019-Jul-18 12:37:54, 4, 07, 12
2019-Jul-18 12:34:05, 4, 07, 12
2019-Jul-17 20:36:55, 3, 07, 20
2019-Jul-16 15:11:34, 2, 07, 15
2019-Jul-16 15:04:04, 2, 07, 15
2019-Jul-16 14:24:39, 2, 07, 14
2019-Jul-16 13:01:44, 2, 07, 13
2019-Jul-16 12:36:48, 2, 07, 12
2019-Jul-15 16:58:33, 1, 07, 16
2019-Jul-15 16:51:16, 1, 07, 16
2019-Jul-12 13:21:11, 5, 07, 13
2019-Jul-12 13:14:58, 5, 07, 13
2019-Jul-11 16:14:37, 4, 07, 16
2019-Jul-11 16:08:03, 4, 07, 16
2019-Jul-11 15:33:04, 4, 07, 15
2019-Jul-11 14:23:03, 4, 07, 14
2019-Jul-11 11:41:16, 4, 07, 11
2019-Jul-11 09:38:21, 4, 07, 09
2019-Jul-10 22:19:20, 3, 07, 22
2019-Jul-10 21:33:53, 3, 07, 21
2019-Jul-10 21:18:24, 3, 07, 21
2019-Jul-09 23:41:04, 2, 07, 23
2019-Jul-09 23:32:41, 2, 07, 23
2019-Jul-09 21:56:51, 2, 07, 21
2019-Jul-07 13:48:59, 0, 07, 13
2019-Jul-07 13:40:07, 0, 07, 13
2019-Jul-07 13:39:11, 0, 07, 13
2019-Jul-07 13:38:02, 0, 07, 13
2019-Jul-07 13:32:34, 0, 07, 13
2019-Jul-05 16:47:19, 5, 07, 16
2019-Jul-05 12:40:14, 5, 07, 12
2019-Jul-05 12:36:49, 5, 07, 12
2019-Jul-04 23:25:30, 4, 07, 23
2019-Jul-04 19:14:40, 4, 07, 19
2019-Jul-04 18:42:05, 4, 07, 18
2019-Jul-03 19:45:22, 3, 07, 19
2019-Jul-03 19:25:08, 3, 07, 19
2019-Jul-03 19:04:50, 3, 07, 19
2019-Jul-03 18:42:06, 3, 07, 18
2019-Jul-03 16:37:53, 3, 07, 16
2019-Jul-02 15:44:03, 2, 07, 15
2019-Jul-02 14:51:24, 2, 07, 14
2019-Jul-01 20:12:30, 1, 07, 20
2019-Jul-01 19:39:28, 1, 07, 19
2019-Jul-01 15:54:45, 1, 07, 15
2019-Jun-28 15:54:01, 5, 06, 15
2019-Jun-28 15:31:10, 5, 06, 15
2019-Jun-27 12:04:58, 4, 06, 12
2019-Jun-27 11:58:33, 4, 06, 11
2019-Jun-26 10:43:36, 3, 06, 10
2019-Jun-25 21:02:24, 2, 06, 21
2019-Jun-25 19:18:21, 2, 06, 19
2019-Jun-25 19:07:03, 2, 06, 19
2019-Jun-25 19:04:29, 2, 06, 19
2019-Jun-25 15:30:48, 2, 06, 15
2019-Jun-25 14:23:53, 2, 06, 14
2019-Jun-25 14:00:01, 2, 06, 14
2019-Jun-24 19:54:34, 1, 06, 19
2019-Jun-24 18:55:11, 1, 06, 18
2019-Jun-24 18:10:04, 1, 06, 18
2019-Jun-24 17:41:04, 1, 06, 17
2019-Jun-24 17:24:49, 1, 06, 17
2019-Jun-24 17:19:36, 1, 06, 17
2019-Jun-24 17:15:11, 1, 06, 17
2019-Jun-24 17:14:36, 1, 06, 17
2019-Jun-24 15:26:59, 1, 06, 15
2019-Jun-24 13:00:22, 1, 06, 13
2019-Jun-24 11:19:48, 1, 06, 11
2019-Jun-22 23:11:26, 6, 06, 23
2019-Jun-22 15:32:07, 6, 06, 15
2019-Jun-22 03:32:07, 6, 06, 03
2019-Jun-22 03:26:15, 6, 06, 03
2019-Jun-21 20:56:42, 5, 06, 20
2019-Jun-21 20:42:38, 5, 06, 20
2019-Jun-21 20:34:53, 5, 06, 20
2019-Jun-21 20:29:04, 5, 06, 20
2019-Jun-21 20:28:10, 5, 06, 20
2019-Jun-21 20:26:29, 5, 06, 20
2019-Jun-21 20:06:20, 5, 06, 20
2019-Jun-21 19:59:37, 5, 06, 19
2019-Jun-21 19:48:22, 5, 06, 19
2019-Jun-21 19:47:07, 5, 06, 19
2019-Jun-21 18:56:40, 5, 06, 18
2019-Jun-21 18:34:49, 5, 06, 18
2019-Jun-21 18:30:07, 5, 06, 18
2019-Jun-21 17:46:59, 5, 06, 17
2019-Jun-21 17:23:03, 5, 06, 17
2019-Jun-20 20:42:44, 4, 06, 20
2019-Jun-20 20:42:35, 4, 06, 20
2019-Jun-20 18:58:02, 4, 06, 18
2019-Jun-20 17:51:28, 4, 06, 17
2019-Jun-20 17:22:03, 4, 06, 17
2019-Jun-19 21:00:50, 3, 06, 21
2019-Jun-18 19:38:15, 2, 06, 19
2019-Jun-18 16:20:53, 2, 06, 16
2019-Jun-18 16:18:04, 2, 06, 16
2019-Jun-18 16:08:55, 2, 06, 16
2019-Jun-18 16:07:10, 2, 06, 16
2019-Jun-18 13:36:44, 2, 06, 13
2019-Jun-18 11:44:28, 2, 06, 11
2019-Jun-18 11:40:53, 2, 06, 11
2019-Jun-18 11:07:23, 2, 06, 11
2019-Jun-17 13:08:02, 1, 06, 13
2019-Jun-15 17:34:17, 6, 06, 17
2019-Jun-15 16:47:58, 6, 06, 16
2019-Jun-15 16:29:10, 6, 06, 16
2019-Jun-15 15:58:52, 6, 06, 15
2019-Jun-14 09:10:58, 5, 06, 09
2019-Jun-14 09:03:47, 5, 06, 09
2019-Jun-14 01:24:28, 5, 06, 01
2019-Jun-14 01:21:01, 5, 06, 01
2019-Jun-14 01:19:06, 5, 06, 01
2019-Jun-13 16:29:42, 4, 06, 16
2019-Jun-13 16:29:04, 4, 06, 16
2019-Jun-13 16:08:39, 4, 06, 16
2019-Jun-13 16:06:32, 4, 06, 16
2019-Jun-13 15:51:41, 4, 06, 15
2019-Jun-13 15:20:57, 4, 06, 15
2019-Jun-12 21:25:51, 3, 06, 21
2019-Jun-11 17:11:32, 2, 06, 17
2019-Jun-11 17:09:38, 2, 06, 17
2019-Jun-10 18:04:16, 1, 06, 18
2019-Jun-10 18:03:57, 1, 06, 18
2019-Jun-10 17:07:14, 1, 06, 17
2019-Jun-10 17:06:41, 1, 06, 17
2019-Jun-10 12:41:38, 1, 06, 12
2019-Jun-10 12:40:58, 1, 06, 12
2019-Jun-10 12:15:14, 1, 06, 12
2019-Jun-07 21:57:43, 5, 06, 21
2019-Jun-07 21:57:28, 5, 06, 21
2019-Jun-07 21:25:14, 5, 06, 21
2019-Jun-05 18:25:41, 3, 06, 18
2019-Jun-02 01:51:23, 0, 06, 01
2019-Jun-01 23:42:04, 6, 06, 23
2019-Jun-01 23:32:31, 6, 06, 23
2019-Jun-01 23:30:24, 6, 06, 23
2019-Jun-01 23:29:04, 6, 06, 23
2019-Jun-01 14:03:45, 6, 06, 14
2019-Jun-01 00:42:24, 6, 06, 00
2019-Jun-01 00:36:55, 6, 06, 00
2019-May-31 23:28:09, 5, 05, 23
2019-May-30 20:20:05, 4, 05, 20
2019-May-30 15:08:20, 4, 05, 15
2019-May-30 14:50:52, 4, 05, 14
2019-May-30 14:48:23, 4, 05, 14
2019-May-30 14:33:51, 4, 05, 14
2019-May-30 14:25:18, 4, 05, 14
2019-May-30 14:05:59, 4, 05, 14
2019-May-30 13:55:06, 4, 05, 13
2019-May-29 18:19:55, 3, 05, 18
2019-May-29 17:31:57, 3, 05, 17
2019-May-29 17:07:45, 3, 05, 17
2019-May-29 17:07:12, 3, 05, 17
2019-May-29 17:02:39, 3, 05, 17
2019-May-29 15:45:48, 3, 05, 15
2019-May-29 00:53:13, 3, 05, 00
2019-May-28 20:08:11, 2, 05, 20
2019-May-28 14:03:43, 2, 05, 14
2019-May-28 13:13:29, 2, 05, 13
2019-May-28 00:07:00, 2, 05, 00
2019-May-27 23:44:21, 1, 05, 23
2019-May-27 23:41:53, 1, 05, 23
2019-May-27 23:38:46, 1, 05, 23
2019-May-27 22:14:37, 1, 05, 22
2019-May-27 22:02:34, 1, 05, 22
2019-May-27 21:03:47, 1, 05, 21
2019-May-27 20:50:35, 1, 05, 20
2019-May-27 20:12:29, 1, 05, 20
2019-May-27 20:09:46, 1, 05, 20
2019-May-27 20:01:06, 1, 05, 20
2019-May-27 18:00:46, 1, 05, 18
2019-May-27 14:40:39, 1, 05, 14
2019-May-27 13:08:48, 1, 05, 13
2019-May-26 02:07:31, 0, 05, 02
2019-May-26 02:00:32, 0, 05, 02
2019-May-26 00:14:15, 0, 05, 00
2019-May-25 00:12:59, 6, 05, 00
2019-May-24 16:04:12, 5, 05, 16
2019-May-24 16:01:09, 5, 05, 16
2019-May-24 16:01:09, 5, 05, 16
2019-May-24 15:51:56, 5, 05, 15
2019-May-24 15:42:38, 5, 05, 15
2019-May-24 15:29:31, 5, 05, 15
2019-May-24 15:22:56, 5, 05, 15
2019-May-24 15:19:12, 5, 05, 15
2019-May-24 14:15:43, 5, 05, 14
2019-May-24 00:48:00, 5, 05, 00
2019-May-23 00:51:38, 4, 05, 00
2019-May-23 00:46:39, 4, 05, 00
2019-May-23 00:30:13, 4, 05, 00
2019-May-23 00:17:09, 4, 05, 00
2019-May-22 23:33:02, 3, 05, 23
2019-May-22 23:28:14, 3, 05, 23
2019-May-22 22:22:45, 3, 05, 22
2019-May-22 22:20:33, 3, 05, 22
2019-May-22 22:16:22, 3, 05, 22
2019-May-22 03:03:08, 3, 05, 03
2019-May-21 16:12:59, 2, 05, 16
2019-May-21 15:59:39, 2, 05, 15
2019-May-20 16:59:51, 1, 05, 16
2019-May-20 15:54:42, 1, 05, 15
2019-May-20 15:48:29, 1, 05, 15
2019-May-19 22:05:12, 0, 05, 22
2019-May-19 21:49:17, 0, 05, 21
2019-May-19 11:21:48, 0, 05, 11
2019-May-19 00:03:36, 0, 05, 00
2019-May-18 17:30:24, 6, 05, 17
2019-May-18 00:43:10, 6, 05, 00
2019-May-18 00:41:40, 6, 05, 00
2019-May-18 00:39:18, 6, 05, 00
2019-May-18 00:31:21, 6, 05, 00
2019-May-17 20:48:58, 5, 05, 20
2019-May-17 11:11:34, 5, 05, 11
2019-May-17 11:10:39, 5, 05, 11
2019-May-16 20:16:08, 4, 05, 20
2019-May-16 20:15:34, 4, 05, 20
2019-May-16 15:26:21, 4, 05, 15
2019-May-16 15:22:26, 4, 05, 15
2019-May-16 09:43:23, 4, 05, 09
2019-May-15 16:33:11, 3, 05, 16
2019-May-15 10:29:47, 3, 05, 10
2019-May-14 18:36:53, 2, 05, 18
2019-May-14 18:17:09, 2, 05, 18
2019-May-14 17:10:50, 2, 05, 17
2019-May-13 18:00:23, 1, 05, 18
2019-May-13 17:59:36, 1, 05, 17
2019-May-13 17:43:18, 1, 05, 17
2019-May-13 17:41:46, 1, 05, 17
2019-May-13 14:27:36, 1, 05, 14
2019-May-13 14:26:42, 1, 05, 14
2019-May-13 12:06:03, 1, 05, 12
2019-May-13 11:40:51, 1, 05, 11
2019-May-13 11:19:53, 1, 05, 11
2019-May-10 20:28:28, 5, 05, 20
2019-May-10 18:54:26, 5, 05, 18
2019-May-10 18:38:49, 5, 05, 18
2019-May-10 16:22:03, 5, 05, 16
2019-May-10 14:09:13, 5, 05, 14
2019-May-09 00:49:31, 4, 05, 00
2019-May-08 15:34:27, 3, 05, 15
2019-May-08 15:34:07, 3, 05, 15
2019-May-04 18:54:05, 6, 05, 18
2019-May-04 18:46:06, 6, 05, 18
2019-May-04 18:30:30, 6, 05, 18
2019-May-04 18:24:10, 6, 05, 18
2019-May-04 15:39:06, 6, 05, 15
2019-May-04 15:37:46, 6, 05, 15
2019-May-04 10:53:30, 6, 05, 10
2019-May-04 10:50:46, 6, 05, 10
2019-May-03 15:05:26, 5, 05, 15
2019-May-03 15:04:53, 5, 05, 15
2019-May-02 16:29:34, 4, 05, 16
2019-May-02 16:29:09, 4, 05, 16
2019-May-02 16:23:41, 4, 05, 16
2019-May-02 16:23:09, 4, 05, 16
2019-May-02 10:40:26, 4, 05, 10
2019-May-02 10:38:59, 4, 05, 10
2019-May-02 09:39:59, 4, 05, 09
2019-May-02 09:38:27, 4, 05, 09
2019-May-01 17:16:54, 3, 05, 17
2019-May-01 17:15:40, 3, 05, 17
2019-May-01 17:07:44, 3, 05, 17
2019-May-01 16:20:16, 3, 05, 16
2019-May-01 16:19:27, 3, 05, 16
2019-May-01 16:18:49, 3, 05, 16
2019-May-01 16:17:43, 3, 05, 16
2019-May-01 00:50:34, 3, 05, 00
2019-Apr-30 17:26:31, 2, 04, 17
2019-Apr-30 13:00:03, 2, 04, 13
2019-Apr-30 12:58:28, 2, 04, 12
2019-Apr-29 15:40:57, 1, 04, 15
2019-Apr-26 14:29:02, 5, 04, 14
2019-Apr-26 14:27:57, 5, 04, 14
2019-Apr-26 13:13:45, 5, 04, 13
2019-Apr-26 13:13:00, 5, 04, 13
2019-Apr-25 18:32:00, 4, 04, 18
2019-Apr-25 18:30:59, 4, 04, 18
2019-Apr-25 18:25:14, 4, 04, 18
2019-Apr-25 14:32:17, 4, 04, 14
2019-Apr-25 14:31:48, 4, 04, 14
2019-Apr-25 14:22:17, 4, 04, 14
2019-Apr-25 14:21:42, 4, 04, 14
2019-Apr-25 13:56:38, 4, 04, 13
2019-Apr-25 13:55:12, 4, 04, 13
2019-Apr-25 13:36:44, 4, 04, 13
2019-Apr-25 13:13:32, 4, 04, 13
2019-Apr-25 12:38:55, 4, 04, 12
2019-Apr-25 12:32:01, 4, 04, 12
2019-Apr-25 11:57:53, 4, 04, 11
2019-Apr-24 22:56:31, 3, 04, 22
2019-Apr-23 18:27:04, 2, 04, 18
2019-Apr-23 18:26:36, 2, 04, 18
2019-Apr-23 17:56:05, 2, 04, 17
2019-Apr-23 17:55:36, 2, 04, 17
2019-Apr-23 17:46:50, 2, 04, 17
2019-Apr-23 17:46:22, 2, 04, 17
2019-Apr-23 17:27:14, 2, 04, 17
2019-Apr-23 17:26:15, 2, 04, 17
2019-Apr-23 12:30:38, 2, 04, 12
2019-Apr-23 12:30:09, 2, 04, 12
2019-Apr-23 12:27:30, 2, 04, 12
2019-Apr-23 12:22:52, 2, 04, 12
2019-Apr-23 10:21:30, 2, 04, 10
2019-Apr-23 10:12:16, 2, 04, 10
2019-Apr-22 20:40:16, 1, 04, 20
2019-Apr-22 20:24:03, 1, 04, 20
2019-Apr-22 20:13:33, 1, 04, 20
2019-Apr-22 19:49:49, 1, 04, 19
2019-Apr-22 19:42:50, 1, 04, 19
2019-Apr-22 18:41:51, 1, 04, 18
2019-Apr-22 18:40:42, 1, 04, 18
2019-Apr-22 18:36:46, 1, 04, 18
2019-Apr-22 18:34:14, 1, 04, 18
2019-Apr-22 18:30:45, 1, 04, 18
2019-Apr-22 17:32:42, 1, 04, 17
2019-Apr-22 17:17:05, 1, 04, 17
2019-Apr-22 13:00:43, 1, 04, 13
2019-Apr-22 12:56:41, 1, 04, 12
2019-Apr-22 12:40:25, 1, 04, 12
2019-Apr-22 12:27:51, 1, 04, 12
2019-Apr-22 12:23:28, 1, 04, 12
